"sku","_store","_attribute_set","_type","_product_websites","name","description","short_description","price","special_price","special_from_date","special_to_date","cost","weight","manufacturer","meta_title","meta_keyword","meta_description","image","small_image","thumbnail","media_gallery","color","news_from_date","news_to_date","gallery","status","url_key","url_path","minimal_price","visibility","custom_design","custom_design_from","custom_design_to","custom_layout_update","page_layout","options_container","required_options","has_options","image_label","small_image_label","thumbnail_label","created_at","updated_at","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","msrp","tax_class_id","gift_message_available","is_imported","born_on","gender","sale_date","sale_status","naya_call_for_price_enable","naya_call_for_price_text","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","_links_related_sku","_links_related_position","_links_crosssell_sku","_links_crosssell_position","_links_upsell_sku","_links_upsell_position","_associated_sku","_associated_default_qty","_associated_position","_tier_price_website","_tier_price_customer_group","_tier_price_qty","_tier_price_price","_group_price_website","_group_price_customer_group","_group_price_price","_media_attribute_id","_media_image","_media_lable","_media_position","_media_is_disabled"
1193,,"Default","simple",,"lab"," "," ",1850,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/16/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
8400,,"Default","simple",,"lhasa poo "," "," ",1600,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,07/02/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1168,,"Default","simple",,"maltese"," "," ",1750,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1169,,"Default","simple",,"maltese"," "," ",1750,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1102,,"Default","simple","base","malti poo","malti poo ","malti poo ",1600,,,,,1,,,,,"/1/1/1102_maltipoo.jpg","/1/1/1102_maltipoo.jpg","/1/1/1102_maltipoo.jpg",,,,,,1,"malti-poo","malti-poo-49.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 02:43 AM,,"Use config","Use config",,0,,"No",09/04/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1102_maltipoo.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"malti-poo-50.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,,"Default","simple",,"malti poo"," "," ",1950,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/19/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
8335,,"Default","simple",,"malti-shoo"," "," ",700,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,04/15/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1026,,"Default","simple",,"mini am shep"," "," ",1500,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,07/30/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1170,,"Default","simple","base","mini aussie"," mini aussie","mini aussie ",1900,,,,,1,,,,,"no_selection","no_selection","no_selection",,,,,,1,"mini-aussie","mini-aussie-53.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 07:56 PM,,"Use config","Use config",,0,,"No",10/10/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1170_mini-aussie.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"mini-aussie-54.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,"Default","simple",,"peke-a-poo"," "," ",1450,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/11/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1167,,"Default","simple",,"pekingese"," "," ",1650,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/09/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1021,,"Default","simple",,"pomeranian"," "," ",1500,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,07/03/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1148,,"Default","simple",,"pomeranian"," "," ",1850,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/26/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1116,,"Default","simple",,"poodle"," "," ",1650,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/13/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1117,,"Default","simple",,"poodle"," "," ",1650,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/13/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1191,,"Default","simple",,"pug"," "," ",1900,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/20/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1028,,"Default","simple",,"puggle"," "," ",1300,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/03/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1127,,"Default","simple","base","puggle"," puggle","puggle ",1550,,,,,1,,,,,"/1/1/1127_puggle.jpg","/1/1/1127_puggle.jpg","/1/1/1127_puggle.jpg",,,,,,1,"puggle","puggle-62.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 07:25 PM,,"Use config","Use config",,0,,"No",09/19/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1127_puggle.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"puggle-63.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,,"Default","simple",,"puggle"," "," ",1550,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/04/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1079,,"Default","simple",,"sheltie"," "," ",1500,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/28/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1114,,"Default","simple","base","shih poo","shih poo ","shih poo ",1550,,,,,1,,,,,"/1/1/1114_shi-poo.jpg","/1/1/1114_shi-poo.jpg","/1/1/1114_shi-poo.jpg",,,,,,1,"shih-poo","shih-poo-67.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 10:11 AM,,"Use config","Use config",,0,,"No",09/15/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1114_shi-poo.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"shih-poo-69.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,"Default","simple",,"shih poo"," "," ",1700,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/06/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1140,,"Default","simple","base","shih poo","shih poo ","shih poo ",1700,,,,,1,,,,,"/1/1/1140_shi-poo.jpg","/1/1/1140_shi-poo.jpg","/1/1/1140_shi-poo.jpg",,,,,,1,"shih-poo","shih-poo-68.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 07:53 PM,,"Use config","Use config",,0,,"No",10/06/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1140_shi-poo.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"shih-poo-70.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,,"Default","simple",,"shih poo"," sp"," cv",1700,,,,,1,,,,,"no_selection","no_selection","no_selection",,,,,,1,"shih-poo",,,4,"default/default",06/11/15 12:00 AM,06/11/20 12:00 AM,,"1 column","Block after Info Column",0,0,,,,01/10/17 08:17 AM,06/13/17 03:17 AM,,"Use config","Use config",,0,,"No",10/12/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1014,,"Default","simple",,"shih poo"," "," ",1450,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,07/17/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1060,,"Default","simple",,"shih poo"," "," ",1550,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/14/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1068,,"Default","simple",,"shih tzu"," "," ",1450,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/08/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1080,,"Default","simple","base","shih tzu","shi tzu w1080 "," shi tzu w1080",1650,,,,,1,,,,,"/1/0/1080_shitzu.jpg","/1/0/1080_shitzu.jpg","/1/0/1080_shitzu.jpg",,,,,,1,"shih-tzu","shih-tzu-72.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 02:38 AM,,"Use config","Use config",,0,,"No",09/02/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/0/1080_shitzu.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"shih-tzu-73.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,"Default","simple",,"shih tzu"," "," ",1650,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/02/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1099,,"Default","simple",,"shih tzu"," "," ",1650,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/02/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1133,,"Default","simple",,"shih tzu"," "," ",1700,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,09/23/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1172,,"Default","simple",,"shih tzu"," "," ",1750,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/15/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1173,,"Default","simple",,"shih tzu"," "," ",1750,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/15/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1174,,"Default","simple",,"shih tzu"," "," ",1750,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/15/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1186,,"Default","simple",,"shih tzu"," "," ",1750,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/17/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1031,,"Default","simple",,"shorky"," "," ",1350,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,07/26/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1064,,"Default","simple",,"siberian husky"," "," ",1900,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/08/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1092,,"Default","simple",,"siberian husky"," "," ",2000,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/28/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1146,,"Default","simple",,"siberian husky"," "," ",2100,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/05/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1147,,"Default","simple",,"siberian husky"," "," ",2100,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/05/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1163,,"Default","simple",,"siberian husky"," "," ",2150,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1164,,"Default","simple",,"siberian husky"," "," ",2150,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1047,,"Default","simple",,"teddy bear"," "," ",1550,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/10/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1081,,"Default","simple","base","teddy bear","teddy bear ","teddy bear ",1650,,,,,1,,,,,"/1/0/1081_teddy-bear.jpg","/1/0/1081_teddy-bear.jpg","/1/0/1081_teddy-bear.jpg",,,,,,1,"teddy-bear","teddy-bear-90.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,06/14/17 02:19 AM,,"Use config","Use config",,0,,"No",09/02/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/0/1081_teddy-bear.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"teddy-bear-91.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,,"Default","simple",,"tibetan terrier"," "," ",2200,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/20/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1041,,"Default","simple",,"toy aussie"," "," ",1650,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,08/04/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1110,,"Default","simple","base","vizsla","vizsla ","vizsla ",1950,,,,,1,,,,,"/1/1/1110_vizsla.jpg","/1/1/1110_vizsla.jpg","/1/1/1110_vizsla.jpg",,,,,,1,"vizsla","vizsla-92.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 10:06 AM,,"Use config","Use config",,0,,"No",09/08/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1110_vizsla.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"vizsla-94.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,,"Default","simple","base","vizsla","vizsla ","vizsla ",1950,,,,,1,,,,,"/1/1/1156_vizsla.jpg","/1/1/1156_vizsla.jpg","/1/1/1156_vizsla.jpg",,,,,,1,"vizsla","vizsla-93.html",,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/11/17 07:22 PM,,"Use config","Use config",,0,,"No",09/08/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/1/1156_vizsla.jpg",,1,0
,"default",,,,,,,,,,,,,,,,,,,,,,,,,,,"vizsla-95.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,,"Default","simple",,"wheaten"," "," ",1900,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1160,,"Default","simple",,"wheaten"," "," ",1900,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"M",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1161,,"Default","simple",,"wheaten"," "," ",1900,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1162,,"Default","simple",,"wheaten"," "," ",1900,,,,,1,,,,,,,,,,,,,1,,,,4,,,,,,"Block after Info Column",0,0,,,,01/10/17 08:17 AM,01/10/17 08:17 AM,,"Use config","Use config",,0,,,10/12/16,"F",,"for_sale",1,,1,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
3123,,"Default","simple",,"spuds","spuds","spud",23233,,,,,2,,,,,"no_selection","no_selection","no_selection",,,,,,1,"spuds",,,4,,,,,,"Block after Info Column",0,0,,,,01/12/17 08:35 PM,01/12/17 08:36 PM,,"Use config","Use config",,2,,"No",,"M",,,1,,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1201,,"Default","simple",,"morky","morky","morky",1900,,,,,0,,,,,"/1/2/1201_morky.jpg","/1/2/1201_morky.jpg","/1/2/1201_morky.jpg",,,,,,1,"morky",,,4,,,,,,"Block after Info Column",0,0,,,,01/13/17 03:46 PM,01/13/17 03:49 PM,,"Use config","Use config",,2,,"No",11/07/16,"F",,,1,,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/2/1201_morky.jpg",,1,0
1202,,"Default","simple",,"morky","yorkie and maltese","morky",1900,,,,,0,,,,,"/1/2/1202_morky.jpg","/1/2/1202_morky.jpg","/1/2/1202_morky.jpg",,,,,,1,"morky",,,4,,,,,,"Block after Info Column",0,0,,,,01/13/17 03:58 PM,01/13/17 04:02 PM,,"Use config","Use config",,2,,"No",11/07/16,"F",,,1,,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,80,"/1/2/1202_morky.jpg",,1,0
1203,,"Default","simple",,"Shih Tzu","Shih Tzu","shih tzu",1750,,,,,0,,,,,"no_selection","no_selection","no_selection",,,,,,1,"shih-tzu",,,4,,,,,,"Block after Info Column",0,0,,,,01/13/17 04:08 PM,01/13/17 04:10 PM,,"Use config","Use config",,2,,"No",11/17/16,"F",,,1,,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
1205,,"Default","simple",,"Shih Tzu","Shih Tzu","shih tzu",1750,,,,,0,,,,,"no_selection","no_selection","no_selection",,,,,,1,"shih-tzu",,,4,,,,,,"Block after Info Column",0,0,,,,01/13/17 04:15 PM,01/13/17 04:16 PM,,"Use config","Use config",,2,,"No",11/09/16,"M",,,1,,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
